Date,Avg. Temperature(°F),Avg. Humidity(%),Avg. Dewpoint(°F),Avg. Barometer(in),Avg. Windspeed(mph),Avg. Gust speed(mph),Avg. Direction(°deg),Rainfall for month(in),Rainfall for year(in),Max. rain per minute,Max. Temperature(°F),Min. Temperature(°F),Max. Humidity(%),Min. Humidity(%),Max. Pressure,Min. Pressure,Max. Windspeed(mph),Max. Gust speed(mph),Max. Heat Index(°F)
2022-12-27 00:00:00,44.2,43,22.7,29.4,20.1,27.8,249,0.25,9.28,0,48.1,40.1,58,31,29.815,29.161,35.7,49.5,48.1
2022-12-28 00:00:00,35.7,64,23.8,29.2,9.2,13.2,253,0.25,9.28,0,42.8,22.8,92,43,29.417,29.147,26.5,38,42.8
2022-12-29 00:00:00,22.7,50,6.8,29.7,8.5,13.1,272,0.31,9.34,0.01,27.1,19.1,82,38,29.959,29.41,19.6,34.5,27.1
2022-12-30 00:00:00,26.4,51,10.7,29.8,8.4,12.7,265,0.31,9.34,0,32.8,14.6,57,44,29.957,29.618,23,38,32.8
2022-12-31 00:00:00,34.2,74,26.6,29.6,6.8,9.9,247,0.32,9.35,0.01,38.9,30.7,88,53,29.649,29.521,20.7,29.9,38.9
2023-02-01 00:00:00,25.7,48,8.8,30.2,12.2,17.3,254,0,0.41,0,33.1,19.5,55,40,30.217,30.093,24.2,33.4,33.1
2023-02-02 00:00:00,31.6,39,8.5,30.3,9.7,13.9,260,0,0.41,0,40.5,24.1,54,24,30.33,30.151,18.4,28.8,40.5
2023-02-03 00:00:00,37.2,22,1.8,30.2,11.3,16.3,263,0,0.41,0,45.8,29.8,30,16,30.313,29.968,21.9,32.2,45.8
2023-02-04 00:00:00,36.1,30,7.3,29.9,13.9,21.4,270,0,0.41,0,40.6,31.8,40,18,29.973,29.846,29.9,44.9,40.6
2023-02-05 00:00:00,40.1,30,9.8,29.8,10.5,15.5,200,0,0.41,0,48.6,29.8,76,21,29.959,29.537,23,34.5,48.6
2023-02-06 00:00:00,26.8,49,9.7,29.7,8.5,12.9,243,0,0.41,0,31.6,14.5,72,36,30.127,29.496,25.3,41.4,31.6
2023-02-07 00:00:00,24.1,50,6.6,30.2,1.7,3,1,0,0.41,0,44,10.7,77,17,30.286,30.129,9.2,12.7,44
2023-02-08 00:00:00,25.1,54,10.2,30.1,8.7,13.1,258,0,0.41,0,34.5,9.6,83,34,30.208,29.963,21.9,33.4,34.5
2023-02-09 00:00:00,18.5,46,0.3,30.3,4.5,7.4,300,0,0.41,0,29.8,2.8,70,28,30.526,30.095,16.1,25.3,29.8
2023-02-10 00:00:00,24.7,48,3.9,30.4,3.9,6.1,271,0,0.41,0,50.7,4.5,86,18,30.579,30.247,15,23,50.7
2023-02-11 00:00:00,37,33,6.8,30,3.8,5.7,243,0,0.41,0,55.1,23.4,57,8,30.244,29.794,15,19.6,55.1
2023-02-12 00:00:00,37.6,33,10.3,29.8,7.8,11.6,223,0,0.41,0,48.2,25.1,58,19,29.895,29.788,18.4,28.8,48.2
2023-02-13 00:00:00,37,38,12.2,29.6,7.6,11,198,0,0.41,0,48.1,24.5,68,18,29.884,29.172,24.2,32.2,48.1
2023-02-14 00:00:00,28.9,47,10.3,29.2,11.4,17,202,0,0.41,0,34.8,14.4,83,31,29.588,29.016,27.6,42.6,34.8
2023-02-15 00:00:00,8.3,79,3.2,29.9,2.6,4.6,83,0,0.41,0,14.5,3.5,85,67,30.279,29.592,9.2,12.7,14.5
2023-02-16 00:00:00,15.1,52,2.3,30.4,4.3,6.6,268,0.03,0.44,0.01,31,3.6,86,24,30.461,30.278,17.3,28.8,31
2023-02-17 00:00:00,33.7,29,4.7,30.2,10.1,14.4,230,0.03,0.44,0,43,23.5,38,20,30.327,29.971,23,33.4,43
2023-02-18 00:00:00,33.6,24,0.4,29.8,11.7,17.6,261,0.03,0.44,0,40.5,29.6,33,16,29.971,29.629,27.6,46,40.5
2023-02-19 00:00:00,28.5,50,11.4,29.7,14.6,21.4,266,0.03,0.44,0,32.5,24.3,76,32,29.831,29.624,35.7,56.4,32.5
2023-02-20 00:00:00,34.9,47,16.8,29.7,19.4,28.6,270,0.03,0.44,0,42.2,30.8,57,40,29.745,29.603,33.4,54.1,42.2
2023-02-21 00:00:00,37,52,19.7,29.2,13.2,19.2,252,0.03,0.44,0,45.6,27.6,91,28,29.611,29.068,32.2,48.3,45.6
2023-02-22 00:00:00,3.4,82,0.9,29.4,3.9,6.1,71,0.03,0.44,0,27.7,10.3,92,72,29.926,29.048,12.7,17.3,27.7
2023-02-23 00:00:00,8.4,71,0.2,30.2,3,4.8,271,0.1,0.51,0.01,22.9,7.5,87,38,30.326,29.932,18.4,23,22.9
2023-02-24 00:00:00,18.2,61,5.1,30.2,4.1,6.4,278,0.1,0.51,0,28.5,4.4,88,33,30.313,30.145,23,38,28.5
2023-02-25 00:00:00,36.4,42,14.7,30,7.4,11.5,274,0.12,0.53,0.01,46.1,21.9,76,27,30.251,29.733,17.3,27.6,46.1
2023-02-26 00:00:00,39.8,36,14,29.4,10.9,16.4,271,0.12,0.53,0,48.2,31.1,58,22,29.73,29.166,28.8,44.9,48.2
2023-02-27 00:00:00,28.7,48,11.4,29.6,11.4,16.3,259,0.12,0.53,0,33.3,25,58,39,29.714,29.239,28.8,43.7,33.3
2023-02-28 00:00:00,22.5,68,13.1,29.6,5,7.7,181,0.13,0.54,0.01,29.3,17.5,89,42,29.823,29.463,17.3,29.9,29.3
2022-02-01 00:00:00,17.5,74,9.7,29.8,4,6.2,79,0,0.84,0,30.9,7.6,88,35,30.048,29.581,21.9,31.1,30.9
2022-02-02 00:00:00,0.8,79,5.8,30.3,2.6,3.8,27,0,0.84,0,7.9,18.3,85,74,30.503,30.036,8.1,13.8,7.9
2022-02-03 00:00:00,1.2,69,9.2,30.6,1.7,2.9,336,0.14,0.98,0.01,21,22.5,82,51,30.722,30.492,9.2,15,21
2022-02-04 00:00:00,24.6,41,2.7,30.5,7.7,11.1,232,0.19,1.03,0.01,40.7,4.7,71,24,30.704,30.268,23,31.1,40.7
2022-02-05 00:00:00,29.3,37,6.1,30.1,9.7,14.5,225,0.19,1.03,0,36.6,21.1,54,29,30.271,29.942,24.2,36.8,36.6
2022-02-06 00:00:00,24.3,48,6.3,30.3,4.1,6.5,245,0.19,1.03,0,33.4,12.2,73,25,30.378,30.12,13.8,20.7,33.4
2022-02-07 00:00:00,31.6,38,8.2,30.3,8.5,12.4,227,0.19,1.03,0,45.5,16.3,63,23,30.397,30.034,25.3,34.5,45.5
2022-02-08 00:00:00,36.1,27,4.7,30,13.5,20.5,229,0.19,1.03,0,43.5,31.5,35,16,30.08,29.916,31.1,49.5,43.5
2022-02-09 00:00:00,34.1,41,12.5,30,8.1,11.8,212,0.19,1.03,0,40.6,25,70,27,30.079,29.909,20.7,29.9,40.6
2022-02-10 00:00:00,36.2,48,18.3,29.9,16.1,22.9,201,0.19,1.03,0,43.3,24.3,72,35,30.08,29.632,29.9,43.7,43.3
2022-02-11 00:00:00,26,69,15.8,29.9,7.7,12,174,0.19,1.03,0,38.9,6,90,36,30.361,29.637,27.6,47.2,38.9
2022-02-12 00:00:00,22.1,48,3.2,30.4,10.2,14.4,223,0.2,1.04,0.01,33.8,1,87,25,30.478,30.361,21.9,33.4,33.8
2022-02-13 00:00:00,35.4,30,6.4,30.2,12.4,17.9,228,0.2,1.04,0,43.3,29.2,37,22,30.398,30.084,25.3,34.5,43.3
2022-02-14 00:00:00,39.1,24,5.3,29.9,9.9,14.6,222,0.2,1.04,0,46.7,28.8,38,17,30.094,29.686,21.9,31.1,46.7
2022-02-15 00:00:00,41,21,3.3,29.5,8.5,12.3,226,0.2,1.04,0,50,34.2,30,12,29.686,29.431,19.6,26.5,50
2022-02-16 00:00:00,23.4,78,17,29.6,4.4,7,47,0.2,1.04,0,38.2,10.7,90,27,30.086,29.42,13.8,21.9,38.2
2022-02-17 00:00:00,16.2,63,4.5,30.2,7.6,11,217,0.25,1.09,0.01,29.8,4.1,88,34,30.313,30.084,24.2,39.1,29.8
2022-02-18 00:00:00,28.8,46,10.6,30.2,13.5,19.6,232,0.25,1.09,0,36.2,23.4,53,38,30.252,30.106,25.3,38,36.2
2022-02-19 00:00:00,36.3,38,12.5,29.9,13.5,19.7,222,0.25,1.09,0,42.8,29.6,50,25,30.196,29.663,28.8,40.3,42.8
2022-02-20 00:00:00,38.3,28,7.9,29.6,12.5,17.6,210,0.25,1.09,0,46.2,32.6,35,18,29.73,29.458,31.1,40.3,46.2
2022-02-21 00:00:00,25.4,53,8.2,29.4,6.8,10.8,146,0.25,1.09,0,41.1,2.8,85,29,29.704,29.28,20.7,32.2,41.1
2022-02-22 00:00:00,4.6,78,9.8,30.2,3,4.9,51,0.25,1.09,0,1.7,8.8,81,74,30.584,29.684,10.4,12.7,1.7
2022-02-23 00:00:00,2.9,78,8.1,30.4,2.6,4.2,30,0.25,1.09,0,7.1,8.8,81,70,30.574,30.245,12.7,13.8,7.1
2022-02-24 00:00:00,9.4,60,2.5,30.2,6.5,9.6,231,0.25,1.09,0,21.2,8.4,83,34,30.321,30.131,19.6,27.6,21.2
2022-02-25 00:00:00,12,61,0.1,30.4,5.1,7.3,224,0.26,1.1,0.01,25.2,1.3,84,33,30.451,30.286,18.4,26.5,25.2
2022-02-26 00:00:00,20.3,35,3.7,30.4,8.4,12.1,233,0.27,1.11,0.01,32.4,4.3,79,22,30.475,30.363,19.6,32.2,32.4
2022-02-27 00:00:00,32.8,27,0.4,30.3,7.8,11.4,234,0.35,1.19,0.01,46.4,10.8,53,15,30.443,30.213,18.4,26.5,46.4
2022-02-28 00:00:00,40,25,6.4,30.1,10.6,14.9,222,0.35,1.19,0,47.7,27.1,35,16,30.223,29.99,23,33.4,47.7
2023-03-01 00:00:00,20.4,59,6.4,29.8,3.1,5,185,0,0.95,0,27.4,13.7,90,25,29.83,29.757,12.7,19.6,27.4
2023-03-02 00:00:00,25.6,57,10.9,29.8,7.5,11,155,0.04,0.99,0.01,37.2,10.5,91,32,29.839,29.677,19.6,29.9,37.2
2023-03-03 00:00:00,27.6,50,11.3,29.6,9.5,14,241,0.04,0.99,0,36.4,23,80,36,29.758,29.526,24.2,38,36.4
2023-03-04 00:00:00,26.5,50,8.6,29.8,9.5,13.3,265,0.04,0.99,0,35.7,19.1,75,19,29.868,29.636,24.2,34.5,35.7
2023-03-05 00:00:00,27.2,62,15.2,29.7,7.2,10.1,218,0.04,0.99,0,35.5,4.4,88,38,29.847,29.412,21.9,32.2,35.5
2023-03-06 00:00:00,24.7,68,14.4,30,2.3,4.4,96,0.05,1,0.01,35.1,11.9,91,33,30.038,29.845,11.5,17.3,35.1
2023-03-07 00:00:00,21.6,85,17.6,30.1,2.6,4.9,96,0.05,1,0,28.6,17.8,92,72,30.196,29.961,10.4,16.1,28.6
2023-03-08 00:00:00,23.5,78,17.6,30.1,2.2,4.1,97,0.05,1,0,30.2,19.5,91,63,30.176,29.936,10.4,13.8,30.2
2023-03-09 00:00:00,27.8,55,12,30,8,12.2,256,0.06,1.01,0.01,38.2,18.4,91,28,30.113,29.933,26.5,39.1,38.2
2023-03-10 00:00:00,36.3,58,22.4,29.7,12.6,18.8,263,0.06,1.01,0,44.5,16.4,87,27,30.01,29.449,35.7,54.1,44.5
2023-03-11 00:00:00,34.6,52,17.4,29.6,8.6,13,245,0.08,1.03,0.01,40.7,24.9,92,27,29.812,29.409,26.5,36.8,40.7
2023-03-12 00:00:00,24.7,73,16.9,30,2.6,4.5,74,0.08,1.03,0,32.7,15,86,49,30.115,29.808,10.4,18.4,32.7
2023-03-13 00:00:00,32.3,60,18.6,30,6.5,9.7,245,0.08,1.03,0,45.4,16.6,91,35,30.098,29.905,18.4,29.9,45.4
2023-03-14 00:00:00,39.1,42,17.9,29.8,11,16.2,250,0.08,1.03,0,47.6,33.6,56,31,29.907,29.625,25.3,38,47.6
2023-03-15 00:00:00,43.9,53,27.7,29.5,13.5,20.2,262,0.08,1.03,0,50.1,35.5,80,43,29.665,29.38,27.6,42.6,50.1
2023-03-16 00:00:00,25.9,70,17.2,29.8,4.4,7.2,90,0.09,1.04,0.01,35.5,16.1,89,42,30.142,29.383,13.8,19.6,35.5
2023-03-17 00:00:00,21.7,47,0.8,30.2,3.8,6.4,349,0.09,1.04,0,37.9,6.3,80,12,30.29,30.145,16.1,24.2,37.9
2023-03-18 00:00:00,26.2,24,7.7,30.3,4.5,7.5,333,0.09,1.04,0,39.4,13,43,10,30.308,30.205,20.7,32.2,39.4
2023-03-19 00:00:00,27.7,34,1.4,30.1,8.1,11.9,244,0.09,1.04,0,39.9,7,62,17,30.278,29.848,21.9,32.2,39.9
2023-03-20 00:00:00,35,47,16.1,29.6,4.8,7.3,205,0.09,1.04,0,44.2,28.9,79,35,29.849,29.491,18.4,24.2,44.2
2023-03-21 00:00:00,31.9,52,15.2,29.6,9.6,14,263,0.09,1.04,0,39.8,26.7,93,27,29.726,29.455,25.3,36.8,39.8
2023-03-22 00:00:00,28.2,84,23.7,29.7,3.1,4.8,285,0.3,1.25,0.01,34.6,23.7,92,66,29.863,29.607,16.1,24.2,34.6
2023-03-23 00:00:00,31.2,53,15.5,29.8,7.7,11.5,254,0.49,1.44,0.01,40.4,24.6,77,33,29.891,29.786,18.4,29.9,40.4
2023-03-24 00:00:00,29.9,48,12.1,29.7,7.3,10.8,253,0.49,1.44,0,37.8,22.4,87,32,29.817,29.626,18.4,26.5,37.8
2023-03-25 00:00:00,19.7,39,1.6,29.8,14,21.2,267,0.49,1.44,0,25.6,14.8,87,27,29.974,29.614,28.8,46,25.6
2023-03-26 00:00:00,20.3,43,0.2,30,8.3,12.5,256,0.49,1.44,0,29.6,13.6,87,17,30.065,29.963,19.6,26.5,29.6
2023-03-27 00:00:00,17.3,57,3,30.2,5.7,9.2,278,0.54,1.49,0.01,23.1,13.7,89,32,30.47,30.012,17.3,26.5,23.1
2023-03-28 00:00:00,28.6,29,1,30.2,9,12.7,249,0.55,1.5,0.01,43.1,15.3,45,13,30.457,29.96,18.4,29.9,43.1
2023-03-29 00:00:00,36.4,47,16.3,29.8,4,6.4,41,0.55,1.5,0,51.1,25.4,87,23,29.96,29.597,15,20.7,51.1
2023-03-30 00:00:00,36.4,53,17.7,29.4,6.6,10,275,0.55,1.5,0,52.8,22.5,88,22,29.6,29.289,23,34.5,52.8
2023-03-31 00:00:00,31.9,42,11.2,29.6,20.4,30.2,260,0.55,1.5,0,35.1,29.6,50,36,29.816,27.584,35.7,52.9,35.1
2022-03-01 00:00:00,46.6,36,20.6,30,11.8,16.5,231,0,1.35,0,56.7,39.6,46,26,30.06,29.935,25.3,35.7,56.7
2022-03-02 00:00:00,47.9,35,20.6,29.9,5.6,8.2,226,0,1.35,0,59.4,37.5,53,19,30.004,29.871,17.3,24.2,59.4
2022-03-03 00:00:00,45.1,28,8.2,29.8,4.5,6.7,227,0,1.35,0,61.7,31.4,58,3,29.909,29.686,16.1,25.3,61.7
2022-03-04 00:00:00,41,46,19.8,29.6,4.5,6.8,241,0,1.35,0,52.5,30.2,86,22,29.686,29.435,20.7,27.6,52.5
2022-03-05 00:00:00,26.1,83,21.3,29.6,3.4,5.7,41,0.01,1.36,0.01,35.7,16.5,93,55,29.904,29.419,12.7,17.3,35.7
2022-03-06 00:00:00,13.1,86,9.6,30.1,2.7,4.7,55,0.01,1.36,0,16.6,8.6,91,80,30.345,29.864,10.4,15,16.6
2022-03-07 00:00:00,11.6,78,5.8,30.3,2.4,3.8,22,0.14,1.49,0.01,25.6,4.9,88,48,30.446,30.225,11.5,16.1,25.6
2022-03-08 00:00:00,20.7,43,1.4,30.1,10,14.3,215,0.14,1.49,0,29.7,13.2,58,30,30.228,29.877,19.6,29.9,29.7
2022-03-09 00:00:00,8,78,2.4,29.9,5,7.9,36,0.14,1.49,0,22.8,1.6,88,50,30.154,29.789,17.3,26.5,22.8
2022-03-10 00:00:00,8,58,5.7,30.2,4.3,6.8,249,0.23,1.58,0.01,22.4,6.3,83,25,30.34,30.082,19.6,31.1,22.4
2022-03-11 00:00:00,17.2,41,3,30.3,13,18.5,228,0.23,1.58,0,27.7,3.4,56,25,30.33,30.202,27.6,39.1,27.7
2022-03-12 00:00:00,33.2,47,14.9,30.1,14.5,20.8,225,0.23,1.58,0,44.2,23.1,60,37,30.215,29.923,27.6,41.4,44.2
2022-03-13 00:00:00,38.8,41,16.6,29.7,9.8,14.3,228,0.23,1.58,0,48.1,32,56,28,29.924,29.584,21.9,29.9,48.1
2022-03-14 00:00:00,36.4,37,11.7,30,7.1,10.5,218,0.23,1.58,0,47,26.9,55,21,30.149,29.687,16.1,25.3,47
2022-03-15 00:00:00,42.8,23,6.6,30,10.9,15.6,225,0.23,1.58,0,52.4,30.1,43,12,30.13,29.765,21.9,34.5,52.4
2022-03-16 00:00:00,36.6,64,24.4,29.7,3.1,4.8,181,0.24,1.59,0.01,43.2,29.3,94,35,29.781,29.651,12.7,19.6,43.2
2022-03-17 00:00:00,25.2,88,22,30,1.9,3.5,67,0.34,1.69,0.01,29.3,16.1,94,73,30.189,29.779,10.4,13.8,29.3
2022-03-18 00:00:00,29.1,47,9.4,30.1,8.4,12.4,224,0.4,1.75,0.01,40.4,8.8,91,24,30.177,30.053,20.7,28.8,40.4
2022-03-19 00:00:00,37.4,38,12.6,29.9,7.6,10.9,216,0.4,1.75,0,49.5,25.8,68,20,30.07,29.812,16.1,24.2,49.5
2022-03-20 00:00:00,38.1,43,15.4,29.7,4.5,6.9,230,0.4,1.75,0,52.4,24.9,72,18,29.816,29.579,18.4,28.8,52.4
2022-03-21 00:00:00,30.8,74,23,29.8,2.5,4.3,99,0.44,1.79,0.01,38.5,22,91,48,30.017,29.598,9.2,13.8,38.5
2022-03-22 00:00:00,25.7,55,10.8,30.1,5.5,8.9,320,0.45,1.8,0.01,35.3,14.5,87,35,30.233,30.014,19.6,31.1,35.3
2022-03-23 00:00:00,37,27,4.8,30.1,9.1,14.2,268,0.45,1.8,0,50.8,25.2,47,11,30.213,29.897,24.2,36.8,50.8
2022-03-24 00:00:00,45.4,36,19.4,29.8,9.1,13.7,229,0.45,1.8,0,55.2,37.1,45,26,29.909,29.796,21.9,35.7,55.2
2022-03-25 00:00:00,44.1,44,20,29.9,5.8,9.2,236,0.45,1.8,0,58.4,25.6,89,17,29.993,29.787,19.6,29.9,58.4
2022-03-26 00:00:00,53.5,30,21.5,29.7,6.9,10.8,227,0.45,1.8,0,64.8,38.8,55,18,29.837,29.59,20.7,34.5,64.8
2022-03-27 00:00:00,47.5,42,20.5,29.7,5.1,7.4,205,0.45,1.8,0,65.7,27.6,79,15,29.732,29.596,19.6,26.5,65.7
2022-03-28 00:00:00,52.8,21,13.5,29.5,5.9,8.8,232,0.45,1.8,0,63.2,41.1,34,12,29.65,29.247,18.4,26.5,63.2
2022-03-29 00:00:00,41.2,59,26.9,29.2,6.5,9.7,264,0.51,1.86,0.01,51.4,32.4,90,24,29.527,29.122,21.9,33.4,51.4
2022-03-30 00:00:00,32.5,46,12.1,29.6,6.6,10.5,262,0.51,1.86,0,39.1,24.6,80,21,29.747,29.471,17.3,27.6,39.1
2022-03-31 00:00:00,40.7,29,9.7,29.7,7.6,10.9,208,0.51,1.86,0,52,25.1,59,18,29.767,29.55,18.4,26.5,52
2023-04-01 00:00:00,38.1,36,13,29.8,17,25.4,264,0,1.8,0,47.8,28.7,52,24,29.949,29.623,31.1,42.6,47.8
2023-04-02 00:00:00,42.8,33,14.6,29.5,12.9,18.9,265,0,1.8,0,50,34.2,68,25,29.648,29.423,28.8,40.3,50
2023-04-03 00:00:00,34.4,70,25.4,29.4,3,5.5,101,0,1.8,0,40.8,27,92,56,29.458,29.274,10.4,16.1,40.8
2023-04-04 00:00:00,16.9,87,13.8,29.5,3.3,5.4,89,0.02,1.82,0.01,27,10.3,92,82,29.904,29.267,10.4,15,27
2023-04-05 00:00:00,18.1,61,5.9,30.1,5.5,8.7,276,0.07,1.87,0.01,32.6,6,88,32,30.301,29.903,16.1,26.5,32.6
2023-04-06 00:00:00,24.2,46,4.4,30.3,5.9,8.6,244,0.12,1.92,0.01,38.1,8,76,19,30.361,30.283,17.3,24.2,38.1
2023-04-07 00:00:00,32.2,50,12.4,30.2,4.9,7.2,253,0.12,1.92,0,51.4,9.8,80,23,30.325,30.039,20.7,26.5,51.4
2023-04-08 00:00:00,37,57,21.4,30,4.6,6.8,238,0.12,1.92,0,51,23.6,82,24,30.064,29.937,18.4,26.5,51
2023-04-09 00:00:00,44.5,43,22.4,30,7.9,11.3,252,0.12,1.92,0,55.1,34.5,60,27,30.126,30.007,19.6,27.6,55.1
2023-04-10 00:00:00,52.9,30,20.8,30,4.6,7.4,211,0.12,1.92,0,66.7,34.9,64,19,30.116,29.937,15,26.5,66.7
2023-04-11 00:00:00,52.2,34,18.3,29.8,8.2,12,259,0.12,1.92,0,68,26,83,12,29.971,29.711,23,33.4,68
2023-04-12 00:00:00,56.8,28,22.9,29.5,8.1,12,241,0.12,1.92,0,67.8,37.3,51,16,29.714,29.298,20.7,33.4,67.8
2023-04-13 00:00:00,51.4,34,21.4,29.2,6.9,10.7,252,0.12,1.92,0,61.8,36.6,67,16,29.299,29.158,17.3,29.9,61.8
2023-04-14 00:00:00,33,80,26.3,29.5,3.5,5.8,98,0.28,2.08,0.01,48.4,23.9,94,30,29.813,29.197,18.4,25.3,48.4
2023-04-15 00:00:00,29.3,56,14,30.1,7.5,11.6,270,0.32,2.12,0.01,37.6,20.9,94,32,30.247,29.81,19.6,32.2,37.6
2023-04-16 00:00:00,40.7,34,13.4,30.1,8.4,12.4,264,0.32,2.12,0,53.3,29,63,23,30.227,29.876,20.7,34.5,53.3
2023-04-17 00:00:00,48.1,30,16.1,29.7,6.7,9.9,259,0.32,2.12,0,59.3,29,64,15,29.878,29.505,18.4,26.5,59.3
2023-04-18 00:00:00,44.3,41,18.2,29.4,6.8,10.1,238,0.32,2.12,0,61.4,25.7,76,13,29.523,29.296,24.2,32.2,61.4
2023-04-19 00:00:00,36.3,50,18.9,29.5,9.1,14.1,244,0.34,2.14,0.01,48.1,24.2,88,31,29.775,29.303,20.7,28.8,48.1
2023-04-20 00:00:00,26.6,37,3.5,30,11.6,17.8,268,0.34,2.14,0,34.2,19.1,65,24,30.17,29.763,26.5,40.3,34.2
2023-04-21 00:00:00,27.1,58,13.4,30.1,6.8,11.1,262,0.36,2.16,0.01,35.3,21.8,90,36,30.166,29.991,23,36.8,35.3
2023-04-22 00:00:00,24.3,86,20.8,30.1,2.2,4.1,76,0.44,2.24,0.01,29.8,19.7,91,75,30.175,25.465,10.4,15,29.8
2023-04-23 00:00:00,30.3,69,20.6,30.1,1.3,2.6,79,0.45,2.25,0.01,46.3,11.4,92,46,30.16,29.941,10.4,13.8,46.3
2023-04-24 00:00:00,38.9,59,23.9,29.8,3.3,5.2,174,0.45,2.25,0,51.2,22,91,32,29.942,29.664,13.8,19.6,51.2
2023-04-25 00:00:00,37.1,81,31.2,29.7,3.8,6.1,82,0.61,2.41,0.01,49.9,29.9,96,44,29.902,29.574,15,21.9,49.9
2023-04-26 00:00:00,38.9,82,33.4,29.9,1.5,3.1,91,0.76,2.56,0.04,51.5,31.2,97,53,29.988,29.861,10.4,16.1,51.5
2023-04-27 00:00:00,43.1,55,25.9,29.7,8.5,13.5,274,0.78,2.58,0.01,54.8,30.8,94,28,29.862,29.554,21.9,36.8,54.8
2023-04-28 00:00:00,38.7,55,21.3,30,4.2,6.8,321,0.86,2.66,0.01,52.3,22.9,90,25,30.087,29.845,15,23,52.3
2023-04-29 00:00:00,50.2,35,23,29.9,5.9,9,277,0.86,2.66,0,64.4,39.8,58,23,30.06,29.796,15,21.9,64.4
2023-04-30 00:00:00,44.8,60,30.5,29.8,2.4,4.2,65,0.86,2.66,0,59.7,26.5,90,37,29.827,29.733,11.5,18.4,59.7
